Beach_Name,Measurement_Date_And_Time,Water_Temperature,Turbidity,Transducer_Depth,Wave_Height,Wave_Period,Battery_Life
Ohio Street Beach,2017-07-10 22:00:00,21.6,1.19,1.570235000996614,0.187,3.0,10.8
Ohio Street Beach,2017-07-10 23:00:00,21.6,1.17,1.570235000996614,0.187,3.0,10.8
Ohio Street Beach,2017-07-11 00:00:00,21.6,1.11,1.570235000996614,0.187,3.0,10.7
Ohio Street Beach,2017-07-11 01:00:00,21.6,1.09,1.570235000996614,0.187,3.0,10.8
Ohio Street Beach,2017-07-11 02:00:00,21.6,1.06,1.570235000996614,0.187,3.0,10.8
Ohio Street Beach,2017-07-11 03:00:00,21.6,1.12,1.570235000996614,0.187,3.0,10.8
Ohio Street Beach,2017-07-11 04:00:00,21.6,1.07,1.570235000996614,0.187,3.0,10.8
Calumet Beach,2016-09-13 09:00:00,21.3,1.17,1.570235000996614,0.109,2.0,10.3
Montrose Beach,2016-09-13 09:00:00,20.6,5.17433978494627,1.570235000996614,0.098,9.0,9.7
Ohio Street Beach,2016-09-13 09:00:00,20.8,1.58,1.570235000996614,0.09,2.0,10.7
Calumet Beach,2016-09-13 10:00:00,21.5,1.18,1.570235000996614,0.134,10.0,10.3
Montrose Beach,2016-09-13 10:00:00,20.9,5.17433978494627,1.570235000996614,0.102,9.0,9.7
Ohio Street Beach,2016-09-13 10:00:00,21.2,1.74,1.570235000996614,0.089,3.0,10.7
Ohio Street Beach,2017-06-16 09:00:00,17.4,0.65,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 10:00:00,16.2,0.55,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 11:00:00,16.9,0.59,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 12:00:00,16.3,0.55,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 13:00:00,17.2,0.6,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 14:00:00,17.5,0.71,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 15:00:00,18.7,0.62,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 16:00:00,19.3,0.79,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 17:00:00,18.6,0.7,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 18:00:00,18.0,0.85,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 19:00:00,17.9,0.97,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 20:00:00,17.5,0.8,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 21:00:00,17.6,0.93,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 22:00:00,17.5,0.79,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-16 23:00:00,17.5,0.69,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-17 00:00:00,17.2,0.75,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-17 01:00:00,17.2,0.95,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-17 02:00:00,17.2,0.92,1.570235000996614,0.187,3.0,10.0
Ohio Street Beach,2017-06-17 03:00:00,17.0,0.9,1.570235000996614,0.187,3.0,9.9
Ohio Street Beach,2017-06-17 04:00:00,16.9,1.07,1.570235000996614,0.187,3.0,9.9
Ohio Street Beach,2017-06-17 05:00:00,16.6,0.81,1.570235000996614,0.187,3.0,9.9
Ohio Street Beach,2017-06-17 06:00:00,16.5,0.67,1.570235000996614,0.187,3.0,9.9
Ohio Street Beach,2017-06-17 07:00:00,16.5,0.57,1.570235000996614,0.187,3.0,9.9
Ohio Street Beach,2017-06-17 08:00:00,16.5,0.73,1.570235000996614,0.187,3.0,9.9
Ohio Street Beach,2017-06-17 12:00:00,17.0,0.63,1.570235000996614,0.187,3.0,9.9
Calumet Beach,2016-09-13 11:00:00,21.9,1.6,1.570235000996614,0.139,6.0,10.3
Montrose Beach,2016-09-13 11:00:00,21.1,5.17433978494627,1.570235000996614,0.121,3.0,9.6
Ohio Street Beach,2016-09-13 11:00:00,21.4,1.7,1.570235000996614,0.111,3.0,10.7
Calumet Beach,2016-09-13 13:00:00,22.3,1.25,1.570235000996614,0.158,2.0,10.3
Montrose Beach,2016-09-13 13:00:00,21.7,5.17433978494627,1.570235000996614,0.117,8.0,9.6
Ohio Street Beach,2016-09-13 13:00:00,22.7,1.41,1.570235000996614,0.115,3.0,10.7
Calumet Beach,2016-09-13 15:00:00,22.3,1.65,1.570235000996614,0.133,4.0,10.3
Montrose Beach,2016-09-13 15:00:00,22.2,5.17433978494627,1.570235000996614,0.115,9.0,9.6
Ohio Street Beach,2016-09-13 15:00:00,22.6,1.64,1.570235000996614,0.11,3.0,10.7
Calumet Beach,2016-09-13 16:00:00,22.3,1.58,1.570235000996614,0.149,2.0,10.3
Montrose Beach,2016-09-13 16:00:00,22.2,5.17433978494627,1.570235000996614,0.111,8.0,9.6
Ohio Street Beach,2016-09-13 16:00:00,22.3,1.5,1.570235000996614,0.097,3.0,10.7
Calumet Beach,2016-09-13 17:00:00,22.4,1.61,1.570235000996614,0.159,3.0,10.3
Montrose Beach,2016-09-13 17:00:00,22.2,5.17433978494627,1.570235000996614,0.123,9.0,9.6
Ohio Street Beach,2016-09-13 17:00:00,22.3,1.4,1.570235000996614,0.141,3.0,10.7
Calumet Beach,2016-09-13 18:00:00,22.1,1.44,1.570235000996614,0.166,3.0,10.3
Montrose Beach,2016-09-13 18:00:00,22.0,5.17433978494627,1.570235000996614,0.2,2.0,9.6
Ohio Street Beach,2016-09-13 18:00:00,22.3,1.95,1.570235000996614,0.138,2.0,10.7
Calumet Beach,2016-09-13 19:00:00,22.0,1.19,1.570235000996614,0.172,4.0,10.3
Montrose Beach,2016-09-13 19:00:00,22.0,5.17433978494627,1.570235000996614,0.258,2.0,9.6
Ohio Street Beach,2016-09-13 19:00:00,22.2,1.96,1.570235000996614,0.136,3.0,10.7
Calumet Beach,2016-09-13 20:00:00,22.0,1.15,1.570235000996614,0.22,3.0,10.3
Montrose Beach,2016-09-13 20:00:00,21.8,5.17433978494627,1.570235000996614,0.268,3.0,9.6
Ohio Street Beach,2016-09-13 20:00:00,22.2,1.53,1.570235000996614,0.173,3.0,10.7
Calumet Beach,2016-09-13 21:00:00,22.0,1.13,1.570235000996614,0.313,3.0,10.3
Montrose Beach,2016-09-13 21:00:00,21.7,5.17433978494627,1.570235000996614,0.277,3.0,9.6
Ohio Street Beach,2016-09-13 21:00:00,22.0,2.19,1.570235000996614,0.177,3.0,10.7
Calumet Beach,2016-09-13 22:00:00,21.9,1.11,1.570235000996614,0.29,3.0,10.3
Montrose Beach,2016-09-13 22:00:00,21.5,5.17433978494627,1.570235000996614,0.326,3.0,9.6
Ohio Street Beach,2016-09-13 22:00:00,21.8,8.78,1.570235000996614,0.182,3.0,10.7
Calumet Beach,2016-09-13 23:00:00,21.9,1.18,1.570235000996614,0.316,3.0,10.3
Montrose Beach,2016-09-13 23:00:00,21.4,0.08,1.570235000996614,0.374,4.0,9.6
Ohio Street Beach,2016-09-13 23:00:00,21.8,3.03,1.570235000996614,0.232,3.0,10.7
Calumet Beach,2016-09-14 00:00:00,21.8,1.23,1.570235000996614,0.346,3.0,10.3
Montrose Beach,2016-09-14 00:00:00,21.3,0.17,1.570235000996614,0.382,4.0,9.6
Ohio Street Beach,2016-09-14 00:00:00,21.8,2.56,1.570235000996614,0.231,4.0,10.7
Calumet Beach,2016-09-14 01:00:00,21.8,1.57,1.570235000996614,0.384,4.0,10.3
Montrose Beach,2016-09-14 01:00:00,21.2,0.05,1.570235000996614,0.375,4.0,9.6
Ohio Street Beach,2016-09-14 01:00:00,21.7,2.98,1.570235000996614,0.243,4.0,10.7
Calumet Beach,2016-09-14 02:00:00,21.8,1.96,1.570235000996614,0.364,4.0,10.3
Montrose Beach,2016-09-14 02:00:00,21.1,0.02,1.570235000996614,0.388,4.0,9.5
Ohio Street Beach,2016-09-14 02:00:00,21.6,3.3,1.570235000996614,0.24,4.0,10.4
Calumet Beach,2016-09-14 03:00:00,21.7,2.32,1.570235000996614,0.368,4.0,10.2
Montrose Beach,2016-09-14 03:00:00,21.2,0.01,1.570235000996614,0.377,5.0,9.5
Ohio Street Beach,2016-09-14 03:00:00,21.2,2.81,1.570235000996614,0.235,4.0,10.7
Calumet Beach,2016-09-14 04:00:00,21.7,2.08,1.570235000996614,0.361,4.0,10.2
Montrose Beach,2016-09-14 04:00:00,21.2,0.05,1.570235000996614,0.39,5.0,9.5
Ohio Street Beach,2016-09-14 04:00:00,21.2,3.52,1.570235000996614,0.256,4.0,10.7
Calumet Beach,2016-09-14 05:00:00,21.6,2.79,1.570235000996614,0.392,4.0,10.2
Montrose Beach,2016-09-14 05:00:00,21.1,5.17433978494627,1.570235000996614,0.352,5.0,9.5
Ohio Street Beach,2016-09-14 05:00:00,21.2,3.88,1.570235000996614,0.238,5.0,10.7
Ohio Street Beach,2017-06-17 09:00:00,16.6,0.66,1.570235000996614,0.187,3.0,9.9
Calumet Beach,2016-09-14 06:00:00,21.6,2.79,1.570235000996614,0.431,4.0,10.2
Montrose Beach,2016-09-14 06:00:00,21.1,0.05,1.570235000996614,0.392,4.0,9.5
Ohio Street Beach,2016-09-14 06:00:00,21.3,3.54,1.570235000996614,0.245,4.0,10.7
Calumet Beach,2016-09-14 07:00:00,21.6,3.11,1.570235000996614,0.422,4.0,10.2
Montrose Beach,2016-09-14 07:00:00,21.0,0.02,1.570235000996614,0.362,4.0,9.5
Ohio Street Beach,2016-09-14 07:00:00,21.2,3.47,1.570235000996614,0.218,4.0,10.7
Calumet Beach,2016-09-14 08:00:00,21.5,3.13,1.570235000996614,0.45,4.0,10.2
Montrose Beach,2016-09-14 08:00:00,21.0,5.17433978494627,1.570235000996614,0.407,4.0,9.5
Ohio Street Beach,2016-09-14 08:00:00,21.2,3.23,1.570235000996614,0.233,5.0,10.7
Calumet Beach,2016-09-14 09:00:00,21.5,3.7,1.570235000996614,0.466,4.0,10.2
Montrose Beach,2016-09-14 09:00:00,21.0,0.01,1.570235000996614,0.373,4.0,9.5
Ohio Street Beach,2016-09-14 09:00:00,21.2,3.4,1.570235000996614,0.24,5.0,10.6
Calumet Beach,2016-09-14 10:00:00,21.5,3.13,1.570235000996614,0.426,3.0,10.2
Montrose Beach,2016-09-14 10:00:00,21.1,0.01,1.570235000996614,0.376,5.0,9.5
Ohio Street Beach,2016-09-14 10:00:00,21.3,3.73,1.570235000996614,0.224,5.0,10.7
Calumet Beach,2016-09-15 13:00:00,22.1,4.02,1.570235000996614,0.485,3.0,10.1
Ohio Street Beach,2016-09-15 13:00:00,22.0,2.32,1.570235000996614,0.154,4.0,10.6
Calumet Beach,2016-09-14 11:00:00,21.6,3.19,1.570235000996614,0.436,5.0,10.2
Montrose Beach,2016-09-14 11:00:00,21.3,5.17433978494627,1.570235000996614,0.356,3.0,9.5
Ohio Street Beach,2016-09-14 11:00:00,21.4,2.9,1.570235000996614,0.241,5.0,10.6
Calumet Beach,2016-09-14 12:00:00,21.7,3.41,1.570235000996614,0.388,5.0,10.2
Montrose Beach,2016-09-14 12:00:00,21.4,5.17433978494627,1.570235000996614,0.362,4.0,9.4
Ohio Street Beach,2016-09-14 12:00:00,21.5,3.35,1.570235000996614,0.224,5.0,10.6
Calumet Beach,2016-09-14 13:00:00,21.8,3.0,1.570235000996614,0.419,4.0,10.2
Montrose Beach,2016-09-14 13:00:00,21.5,0.02,1.570235000996614,0.362,4.0,9.4
Ohio Street Beach,2016-09-14 13:00:00,21.7,4.57,1.570235000996614,0.237,5.0,10.6
Calumet Beach,2016-09-14 14:00:00,21.9,3.22,1.570235000996614,0.435,3.0,10.2
Montrose Beach,2016-09-14 14:00:00,21.6,0.01,1.570235000996614,0.356,4.0,9.4
Ohio Street Beach,2016-09-14 14:00:00,21.9,3.92,1.570235000996614,0.225,4.0,10.6
Calumet Beach,2016-09-14 15:00:00,21.9,7.29,1.570235000996614,0.394,4.0,10.2
Montrose Beach,2016-09-14 15:00:00,21.7,0.02,1.570235000996614,0.362,4.0,9.4
Ohio Street Beach,2016-09-14 15:00:00,22.0,5.12,1.570235000996614,0.225,4.0,10.6
Calumet Beach,2016-09-14 16:00:00,21.9,3.22,1.570235000996614,0.449,3.0,10.2
Montrose Beach,2016-09-14 16:00:00,21.8,5.17433978494627,1.570235000996614,0.364,4.0,9.4
Ohio Street Beach,2016-09-14 16:00:00,21.9,3.75,1.570235000996614,0.218,4.0,10.6
Calumet Beach,2016-09-14 17:00:00,21.9,3.23,1.570235000996614,0.414,3.0,10.2
Montrose Beach,2016-09-14 17:00:00,22.0,0.01,1.570235000996614,0.329,4.0,9.4
Ohio Street Beach,2016-09-14 17:00:00,21.9,3.07,1.570235000996614,0.211,4.0,10.6
Calumet Beach,2016-09-14 18:00:00,21.8,3.4,1.570235000996614,0.463,4.0,10.2
Montrose Beach,2016-09-14 18:00:00,22.0,0.1,1.570235000996614,0.363,4.0,9.4
Ohio Street Beach,2016-09-14 18:00:00,21.9,3.01,1.570235000996614,0.216,5.0,10.6
Calumet Beach,2016-09-14 19:00:00,21.7,4.35,1.570235000996614,0.46,4.0,10.2
Ohio Street Beach,2016-09-14 19:00:00,21.8,3.36,1.570235000996614,0.207,4.0,10.6
Calumet Beach,2016-09-14 20:00:00,21.6,4.69,1.570235000996614,0.467,3.0,10.2
Ohio Street Beach,2016-09-14 20:00:00,21.8,5.94,1.570235000996614,0.218,5.0,10.6
Calumet Beach,2016-09-14 21:00:00,21.5,4.92,1.570235000996614,0.479,4.0,10.1
Ohio Street Beach,2016-09-14 21:00:00,21.7,3.33,1.570235000996614,0.228,4.0,10.6
Calumet Beach,2016-09-14 22:00:00,21.5,4.76,1.570235000996614,0.464,4.0,10.0
Ohio Street Beach,2016-09-14 22:00:00,21.5,3.22,1.570235000996614,0.219,4.0,10.6
Calumet Beach,2016-09-14 23:00:00,21.5,5.13,1.570235000996614,0.51,4.0,10.1
Ohio Street Beach,2016-09-14 23:00:00,21.5,3.63,1.570235000996614,0.229,5.0,10.6
Calumet Beach,2016-09-15 01:00:00,21.4,4.39,1.570235000996614,0.524,4.0,10.1
Ohio Street Beach,2017-06-17 10:00:00,17.0,0.7,1.570235000996614,0.187,3.0,9.9
Calumet Beach,2016-09-15 00:00:00,21.4,4.56,1.570235000996614,0.462,4.0,10.1
Ohio Street Beach,2016-09-15 00:00:00,21.4,3.26,1.570235000996614,0.223,4.0,10.6
Ohio Street Beach,2017-06-17 11:00:00,17.4,0.76,1.570235000996614,0.187,3.0,9.9
Ohio Street Beach,2017-06-17 13:00:00,17.4,0.69,1.570235000996614,0.187,3.0,9.9
Calumet Beach,2016-09-15 03:00:00,21.1,4.79,1.570235000996614,0.501,3.0,10.1
Ohio Street Beach,2016-09-15 03:00:00,21.1,4.01,1.570235000996614,0.211,3.0,10.6
Calumet Beach,2016-09-15 17:00:00,23.2,7.05,1.570235000996614,0.52,3.0,10.1
Ohio Street Beach,2016-09-15 17:00:00,22.1,2.79,1.570235000996614,0.167,4.0,10.6
Ohio Street Beach,2016-09-15 01:00:00,21.3,4.7,1.570235000996614,0.223,5.0,10.6
Calumet Beach,2016-09-15 02:00:00,21.2,4.02,1.570235000996614,0.497,3.0,10.1
Ohio Street Beach,2016-09-15 02:00:00,21.2,3.85,1.570235000996614,0.213,4.0,10.6
Calumet Beach,2016-09-15 04:00:00,21.2,4.71,1.570235000996614,0.432,4.0,10.1
Ohio Street Beach,2016-09-15 04:00:00,21.2,2.43,1.570235000996614,0.202,4.0,10.6
Calumet Beach,2016-09-15 05:00:00,21.1,5.22,1.570235000996614,0.441,3.0,10.1
Ohio Street Beach,2016-09-15 05:00:00,21.2,2.67,1.570235000996614,0.189,4.0,10.6
Calumet Beach,2016-09-15 06:00:00,21.0,5.25,1.570235000996614,0.428,2.0,10.1
Ohio Street Beach,2016-09-15 06:00:00,21.2,2.65,1.570235000996614,0.172,5.0,10.6
Calumet Beach,2016-09-15 07:00:00,21.0,4.6,1.570235000996614,0.444,2.0,10.1
Ohio Street Beach,2016-09-15 07:00:00,21.1,2.73,1.570235000996614,0.167,4.0,10.6
Calumet Beach,2016-09-15 08:00:00,21.0,4.85,1.570235000996614,0.514,3.0,10.1
Ohio Street Beach,2016-09-15 08:00:00,21.1,2.5,1.570235000996614,0.167,4.0,10.6
Calumet Beach,2016-09-15 09:00:00,21.0,4.22,1.570235000996614,0.472,3.0,10.1
Ohio Street Beach,2016-09-15 09:00:00,21.1,3.36,1.570235000996614,0.166,3.0,10.6
Calumet Beach,2016-09-15 10:00:00,21.2,4.39,1.570235000996614,0.558,3.0,10.1
Ohio Street Beach,2016-09-15 10:00:00,21.3,2.48,1.570235000996614,0.16,5.0,10.6
Calumet Beach,2016-09-15 11:00:00,21.3,3.81,1.570235000996614,0.453,3.0,10.1
Ohio Street Beach,2016-09-15 11:00:00,21.6,2.46,1.570235000996614,0.164,4.0,10.6
Calumet Beach,2016-09-15 12:00:00,21.5,4.08,1.570235000996614,0.457,3.0,10.1
Ohio Street Beach,2016-09-15 12:00:00,21.9,2.23,1.570235000996614,0.155,4.0,10.6
Calumet Beach,2016-09-15 15:00:00,23.0,4.56,1.570235000996614,0.476,3.0,10.1
Ohio Street Beach,2016-09-15 15:00:00,22.5,2.76,1.570235000996614,0.152,4.0,10.5
Ohio Street Beach,2016-09-15 18:00:00,21.9,3.57,1.570235000996614,0.19,4.0,10.6
Calumet Beach,2016-09-15 18:00:00,22.8,6.56,1.570235000996614,0.538,3.0,10.1
Calumet Beach,2016-09-15 22:00:00,22.0,4.64,1.570235000996614,0.478,3.0,10.1
Ohio Street Beach,2016-09-15 22:00:00,21.4,2.25,1.570235000996614,0.16,3.0,10.5
Ohio Street Beach,2017-06-17 14:00:00,17.1,0.91,1.570235000996614,0.187,3.0,9.9
Ohio Street Beach,2017-06-17 16:00:00,16.7,0.74,1.570235000996614,0.187,3.0,9.8
Ohio Street Beach,2017-06-17 17:00:00,16.7,0.88,1.570235000996614,0.187,3.0,9.8
Calumet Beach,2016-09-15 14:00:00,23.0,5.6,1.570235000996614,0.538,3.0,10.1
Ohio Street Beach,2016-09-15 14:00:00,22.0,3.09,1.570235000996614,0.149,4.0,10.6
Calumet Beach,2016-09-15 16:00:00,22.8,4.9,1.570235000996614,0.493,3.0,10.1
Ohio Street Beach,2016-09-15 16:00:00,22.2,2.39,1.570235000996614,0.179,3.0,10.6
Ohio Street Beach,2016-09-15 19:00:00,21.8,4.62,1.570235000996614,0.173,4.0,10.5
Calumet Beach,2016-09-15 20:00:00,22.3,5.98,1.570235000996614,0.423,3.0,10.1
Ohio Street Beach,2016-09-15 20:00:00,21.7,5.16,1.570235000996614,0.168,4.0,10.5
Calumet Beach,2016-09-15 21:00:00,22.1,4.83,1.570235000996614,0.453,3.0,10.1
Ohio Street Beach,2016-09-15 21:00:00,21.5,2.48,1.570235000996614,0.167,3.0,10.5
Calumet Beach,2016-09-15 23:00:00,21.9,4.67,1.570235000996614,0.448,2.0,10.1
Ohio Street Beach,2016-09-15 23:00:00,21.3,2.62,1.570235000996614,0.156,3.0,10.5
Calumet Beach,2016-09-16 00:00:00,21.8,4.02,1.570235000996614,0.494,2.0,10.1
Ohio Street Beach,2016-09-16 00:00:00,21.3,1.88,1.570235000996614,0.145,3.0,10.5
Calumet Beach,2016-09-16 01:00:00,21.7,4.21,1.570235000996614,0.512,3.0,10.1
Ohio Street Beach,2016-09-16 01:00:00,21.2,2.01,1.570235000996614,0.162,3.0,10.5
Calumet Beach,2016-09-16 02:00:00,21.7,3.79,1.570235000996614,0.463,3.0,10.0
Ohio Street Beach,2016-09-16 02:00:00,21.1,2.65,1.570235000996614,0.156,4.0,10.5
Calumet Beach,2016-09-16 03:00:00,21.6,4.86,1.570235000996614,0.518,3.0,10.1
Ohio Street Beach,2016-09-16 03:00:00,21.1,2.36,1.570235000996614,0.158,4.0,10.5
Calumet Beach,2016-09-16 04:00:00,21.6,4.45,1.570235000996614,0.506,3.0,10.0
Ohio Street Beach,2016-09-16 04:00:00,21.0,5.06,1.570235000996614,0.148,4.0,10.5
Calumet Beach,2016-09-16 05:00:00,21.6,4.69,1.570235000996614,0.487,3.0,10.0
Ohio Street Beach,2016-09-16 05:00:00,21.0,2.92,1.570235000996614,0.137,5.0,10.5
Calumet Beach,2016-09-16 06:00:00,21.5,5.24,1.570235000996614,0.491,4.0,10.0
Ohio Street Beach,2016-09-16 06:00:00,20.9,2.68,1.570235000996614,0.179,3.0,10.5
Calumet Beach,2016-09-16 07:00:00,21.5,4.63,1.570235000996614,0.444,3.0,10.0
Ohio Street Beach,2016-09-16 07:00:00,20.9,1.86,1.570235000996614,0.152,4.0,10.5
Calumet Beach,2016-09-16 08:00:00,21.5,4.56,1.570235000996614,0.427,3.0,10.0
Ohio Street Beach,2016-09-16 08:00:00,20.9,1.98,1.570235000996614,0.143,4.0,10.5
Calumet Beach,2016-09-16 09:00:00,21.4,3.85,1.570235000996614,0.41,3.0,10.0
Ohio Street Beach,2016-09-16 09:00:00,21.0,3.73,1.570235000996614,0.157,3.0,10.5
Calumet Beach,2016-09-16 10:00:00,21.5,4.12,1.570235000996614,0.409,3.0,10.0
Calumet Beach,2016-09-16 15:00:00,22.2,3.11,1.570235000996614,0.279,2.0,10.0
Ohio Street Beach,2016-09-16 15:00:00,21.5,30.12,1.570235000996614,0.134,3.0,10.5
Ohio Street Beach,2016-09-16 10:00:00,21.1,11.87,1.570235000996614,0.16,4.0,10.5
Calumet Beach,2016-09-16 11:00:00,21.7,3.64,1.570235000996614,0.407,2.0,10.0
Ohio Street Beach,2016-09-16 11:00:00,21.4,3.97,1.570235000996614,0.152,4.0,10.5
Calumet Beach,2016-09-16 12:00:00,22.1,3.43,1.570235000996614,0.317,2.0,10.0
Ohio Street Beach,2016-09-16 12:00:00,21.5,1.97,1.570235000996614,0.144,3.0,10.5
Calumet Beach,2016-09-16 13:00:00,22.1,3.62,1.570235000996614,0.308,2.0,10.0
Ohio Street Beach,2016-09-16 13:00:00,21.5,27.38,1.570235000996614,0.157,3.0,10.5
Calumet Beach,2016-09-16 14:00:00,22.1,3.43,1.570235000996614,0.314,2.0,10.0
Ohio Street Beach,2016-09-16 14:00:00,21.5,15.23,1.570235000996614,0.139,3.0,10.5
Calumet Beach,2016-09-16 16:00:00,22.3,2.92,1.570235000996614,0.249,2.0,10.0
Ohio Street Beach,2016-09-16 16:00:00,21.5,25.05,1.570235000996614,0.144,3.0,10.5
Calumet Beach,2016-09-16 17:00:00,22.4,2.79,1.570235000996614,0.199,2.0,10.0
Ohio Street Beach,2016-09-16 17:00:00,21.5,4.45,1.570235000996614,0.131,2.0,10.5
Calumet Beach,2016-09-16 18:00:00,22.3,2.63,1.570235000996614,0.212,2.0,10.0
Ohio Street Beach,2016-09-16 18:00:00,21.4,9.38,1.570235000996614,0.111,5.0,10.5
Calumet Beach,2016-09-16 19:00:00,22.3,2.49,1.570235000996614,0.195,2.0,10.0
Ohio Street Beach,2016-09-16 19:00:00,21.4,2.24,1.570235000996614,0.131,4.0,10.5
Calumet Beach,2016-09-16 20:00:00,22.2,2.66,1.570235000996614,0.167,2.0,10.0
Ohio Street Beach,2016-09-16 20:00:00,21.3,7.16,1.570235000996614,0.134,3.0,10.5
Calumet Beach,2016-09-16 21:00:00,22.2,2.51,1.570235000996614,0.185,3.0,10.0
Ohio Street Beach,2016-09-16 21:00:00,21.3,2.25,1.570235000996614,0.106,3.0,10.5
Calumet Beach,2016-09-16 22:00:00,22.2,2.28,1.570235000996614,0.184,2.0,10.0
Ohio Street Beach,2016-09-16 22:00:00,21.3,2.43,1.570235000996614,0.123,2.0,10.5
Calumet Beach,2016-09-16 23:00:00,22.2,2.25,1.570235000996614,0.168,6.0,10.0
Ohio Street Beach,2016-09-16 23:00:00,21.3,2.97,1.570235000996614,0.103,3.0,10.5
Calumet Beach,2016-09-17 00:00:00,22.2,2.05,1.570235000996614,0.138,9.0,10.0
Ohio Street Beach,2016-09-17 00:00:00,21.3,34.83,1.570235000996614,0.11,2.0,10.5
Calumet Beach,2016-09-17 01:00:00,22.2,2.23,1.570235000996614,0.144,2.0,10.0
Ohio Street Beach,2016-09-17 01:00:00,21.3,2.32,1.570235000996614,0.091,3.0,10.5
Calumet Beach,2016-09-17 02:00:00,22.2,1.7,1.570235000996614,0.126,9.0,10.0
Ohio Street Beach,2016-09-17 02:00:00,21.3,2.56,1.570235000996614,0.089,3.0,10.5
Calumet Beach,2016-09-17 03:00:00,22.1,2.16,1.570235000996614,0.11,6.0,10.0
Ohio Street Beach,2016-09-17 03:00:00,21.2,27.89,1.570235000996614,0.081,3.0,10.5
Calumet Beach,2016-09-17 04:00:00,22.1,1.75,1.570235000996614,0.105,6.0,10.0
Ohio Street Beach,2017-06-17 18:00:00,17.2,0.71,1.570235000996614,0.187,3.0,9.8
Ohio Street Beach,2017-07-11 05:00:00,21.5,1.06,1.570235000996614,0.187,3.0,10.7
Ohio Street Beach,2017-07-20 15:00:00,24.8,1.38,1.570235000996614,0.187,3.0,13.1
Ohio Street Beach,2017-07-20 16:00:00,24.9,1.8,1.570235000996614,0.187,3.0,13.1
Ohio Street Beach,2017-07-20 17:00:00,24.4,1.6,1.570235000996614,0.187,3.0,13.1
Ohio Street Beach,2017-07-20 18:00:00,24.1,1.43,1.570235000996614,0.187,3.0,13.0
Ohio Street Beach,2017-07-20 19:00:00,23.8,1.28,1.570235000996614,0.187,3.0,13.0
Ohio Street Beach,2017-07-20 20:00:00,23.2,1.14,1.570235000996614,0.187,3.0,12.9
Ohio Street Beach,2017-07-20 21:00:00,23.1,1.07,1.570235000996614,0.187,3.0,12.9
Ohio Street Beach,2017-07-20 22:00:00,22.9,1.09,1.570235000996614,0.187,3.0,12.9
Ohio Street Beach,2017-07-20 23:00:00,22.9,0.93,1.570235000996614,0.187,3.0,12.9
Ohio Street Beach,2017-07-21 00:00:00,22.8,0.92,1.570235000996614,0.187,3.0,12.8
Ohio Street Beach,2017-07-21 01:00:00,22.8,0.99,1.570235000996614,0.187,3.0,12.8
Ohio Street Beach,2017-07-21 02:00:00,22.8,0.89,1.570235000996614,0.187,3.0,12.8
Ohio Street Beach,2017-07-21 03:00:00,22.8,0.89,1.570235000996614,0.187,3.0,12.7
Ohio Street Beach,2017-07-21 04:00:00,22.8,0.97,1.570235000996614,0.187,3.0,12.7
Ohio Street Beach,2017-07-21 06:00:00,22.7,1.08,1.570235000996614,0.187,3.0,12.7
Ohio Street Beach,2017-07-21 07:00:00,22.7,0.93,1.570235000996614,0.187,3.0,12.7
Ohio Street Beach,2017-07-21 08:00:00,22.9,0.84,1.570235000996614,0.187,3.0,12.6
Ohio Street Beach,2017-07-21 09:00:00,23.0,0.92,1.570235000996614,0.187,3.0,12.6
Ohio Street Beach,2017-07-21 10:00:00,23.3,0.96,1.570235000996614,0.187,3.0,12.6
Ohio Street Beach,2017-07-21 11:00:00,23.4,1.01,1.570235000996614,0.187,3.0,12.6
Ohio Street Beach,2017-07-21 12:00:00,23.5,1.05,1.570235000996614,0.187,3.0,12.6
Ohio Street Beach,2017-07-21 13:00:00,24.0,1.22,1.570235000996614,0.187,3.0,12.6
Ohio Street Beach,2017-07-21 14:00:00,23.7,1.05,1.570235000996614,0.187,3.0,12.5
Ohio Street Beach,2017-07-21 15:00:00,23.8,1.11,1.570235000996614,0.187,3.0,12.5
Ohio Street Beach,2017-07-21 16:00:00,24.1,1.34,1.570235000996614,0.187,3.0,12.5
